1172824710729650176,2019-09-14 10:49:35,HomelandBulldo2,French Bulldog Puppies For Sale on #Google https://t.co/97k9e7254j,"['puppies', ['Google']]",False
1172824918939058178,2019-09-14 10:50:25,JimForJesus,"We pray for Christians around the world who are being abused, persecuted and killed for their #Faith in Jesus.  May a Great Harvest and Awakening be released. “God blesses those who are persecuted for the Gospel and obeying #Jesus, for the Kingdom of Heaven is theirs.” Matt 5:10","['god', ['Faith', 'Jesus']]",False
1172824918381256704,2019-09-14 10:50:25,dday_dba,"@RepSwalwell Funnily enough, Eric, what you call “democratic means” history calls fascist and tyrannical. Besides, you’re the one calling for nuclear war to enforce violating the 4A and 2A, so there’s that. God bless.","['god', []]",False
1172824916623642624,2019-09-14 10:50:24,doooontmepo,"Our family is a circle of strength, founded on faith, joined in love, kept by god.  UnbeataBALL LOUDRE","['god', []]",False
1172824916258893825,2019-09-14 10:50:24,Joy98361986,For anyone waiting to here my analysis concerning Dialo I have decided since last night not to say anything I just pray that God directs their path as they make decisions Matters of d heart are not to be toiled with.  Be strong #Diiane and #Elozonam  #BBNaija,"['god', ['Diiane', 'Elozonam', 'BBNaija']]",False
1172824915940204544,2019-09-14 10:50:24,_complexgirl,"When god was handing out the best tropes and dynamics, only dair and carmuel were present, they own all the rights now #elitenetflix https://t.co/BzZ73hO6Z6","['god', ['elitenetflix']]",False
1172824912270114816,2019-09-14 10:50:23,gerlachRay698,@larryelder Sorry for your loss. God bless my good man,"['god', []]",False
1172824911276118017,2019-09-14 10:50:23,CalmingRapids,// I’ve slept maybe 2 ish hours and I’ve spent my night watching a man rage over wii sports. God fucking help me.,"['god', []]",False
1172824909980082176,2019-09-14 10:50:23,Stephensjdavid,"@sarahjrbnsn @DaleMCoulter It’s been a couple of days since I viewed it,  but, the initial response that we are all created in the image of God and so important to Him was powerful.","['god', []]",False
1172824907509579776,2019-09-14 10:50:22,VallentinyLilac,Tried out straight hair after retouching my color. It is so soft and shiny oh my god!! 🥰 https://t.co/5gSPSBfTHR,"['god', []]",True
1172824905190117376,2019-09-14 10:50:22,JL20mil,@HopeRescue My God. Poor baby 🙏🙏🙏🙏🙏🙏,"['god', []]",False
1172824903957078019,2019-09-14 10:50:21,iam_biglad1,I don’t know who need to hear this but God gonna get you past whatever you going through 🤞🏾,"['god', []]",False
1172825222132711425,2019-09-14 10:51:37,stephpratt94,Good morning. Mitch Marner is a Toronto Maple Leaf. https://t.co/lwBb7B7Vt5,"['toronto', []]",True
1172825141962780677,2019-09-14 10:51:18,PaulWCraig1,"@AGMacDougall @OttawaCitizen The message has always been tailored to the bubble in Toronto,Ottawa and Quebec. That anyone else listens is a bonus. It's always been ad hominem platitudes and feel good things. Policy, however jarring needs to be laid out. I hate being surprised (not) by my impression they lie","['toronto', []]",False
1172825130940059648,2019-09-14 10:51:15,ScottGillstrom,@PierreVLeBrun Our Secret Mcdavid has one clause No Movement to Toronto,"['toronto', []]",False
1172825090695864321,2019-09-14 10:51:06,EtobLakeCPC,"Good Morning Toronto, look what Adam Vaughan is up -- talking about taxing your house when you sell it -- after you struggled to pay for it and took all the risk -- that's what liberals do. They task your hard work and then spend it in liberal ridings. Unfair. https://t.co/pzlFEm811A","['toronto', []]",False
1172825072324816896,2019-09-14 10:51:01,Hits93Toronto,Now Playing: Selfish (feat. Rihanna) by Future. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172825057606848512,2019-09-14 10:50:58,askmenfess,"[Askmf] I have voted for Gundala on Toronto International Film Festival, have you? (Link ada di foto) https://t.co/g1vqwjYagm","['toronto', []]",True
1172825012140695554,2019-09-14 10:50:47,MenopausEDTID,Who’s in #Toronto interested in joining a Menopause Café? https://t.co/YGu6Qu3NuE,"['toronto', ['Toronto']]",False
1172824966141796352,2019-09-14 10:50:36,IriarteBoris,@Toronto_TODAY5 Good morning Toronto!,"['toronto', []]",False
1172824963528757253,2019-09-14 10:50:35,MattyHankinson,@ShaunPritch90 @TofGeorge82 If Toronto come up though we’re going! #JollyBoysOuting,"['toronto', ['JollyBoysOuting']]",False
1172824957870649344,2019-09-14 10:50:34,MarkParalovos,Toronto the good? Oh wait. I wouldn't take my children there. Not anymore. Is this what we want to continue to ignore? https://t.co/VrTiO3Wyns,"['toronto', []]",False
1172824917466845184,2019-09-14 10:50:25,jonathan_leigh,@CandyTruong0122 Welcome to Toronto 😁,"['toronto', []]",False
1172824699560058880,2019-09-14 10:49:33,Grolsch02,Toronto Raptors launch team-branded hijabs in effort to be more inclusive https://t.co/t9moQJntbO,"['toronto', []]",False
1172824673991741440,2019-09-14 10:49:26,CelebsNews17,Dakota Johnson Attends the HFPA/THR TIFF PARTY During 2019 Toronto International Film Festival in Toronto 09/07/2019 https://t.co/5QHA4gxWor https://t.co/imSYf8Cwcz,"['toronto', []]",False
1172824615787356160,2019-09-14 10:49:13,mad4dvdclub,@Linz_Hamilton Makes Toronto the two tier salary club. The 40 million club and everyone else on the team. 😂😂,"['toronto', []]",False
1172824587874328578,2019-09-14 10:49:06,Argonautsblog2,#TotalPickEm Preview: Week 14 #toronto #argos #bhivenectar #bhivechat #bhivelabs #bhive https://t.co/7MAF9HPmlv,"['toronto', ['TotalPickEm', 'toronto', 'argos', 'bhivenectar', 'bhivechat', 'bhivelabs', 'bhive']]",False
1172824558006521856,2019-09-14 10:48:59,JodieEmery,Hey ⁦@CBCNews⁩ — you got this wrong. It’s TAXPAYERS who lost $42 million dollars.  It’s taxpayers who are forced to pay for the government’s costly failed #FakeLegalization scam.  —— The Ontario government lost $42M selling cannabis in the last year https://t.co/K9qB89S7yV,"['toronto', ['FakeLegalization']]",False
1172824308114178048,2019-09-14 10:47:59,hrdcorshwflyers,Straight Ahead-Sick Of It All-Alternative Inuits @ Toronto Canada 6-27-87 https://t.co/O4TgcKyfRx https://t.co/8TKHtiWzsC,"['toronto', []]",True
1172824101603422208,2019-09-14 10:47:10,Andrew_Urbanist,@TrafficServices @TorontoPolice @cityoftoronto @TPScott_baptist @OACPOfficial @TPSOperations @DeputyPeterYuen @TO_Transport Why not stopping in the middle of the intersection if the is no enforcement not to do so? Sad and dangerous practice in #Toronto every day - no #VisionZero,"['toronto', ['Toronto', 'VisionZero']]",False
1172824071563862016,2019-09-14 10:47:03,chrisprad,This is gonna be a good season. Hope I can get up to Toronto to see y’all play at home. https://t.co/IojRZzEBAL,"['toronto', []]",False
1172824068569096193,2019-09-14 10:47:02,Hits93Toronto,Now Playing: Made in the USA by Demi Lovato. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172824032049336325,2019-09-14 10:46:53,TDotGinger,@Toronto_TODAY5 Good morning 😊☕️,"['toronto', []]",False
1172824028911931392,2019-09-14 10:46:53,Pics70123761,Nicole Kidman Attends the HFPA/THR TIFF PARTY During 2019 Toronto International Film Festival in Toronto 09/07/2019 https://t.co/WSWXqq8ve8 https://t.co/o4nVvJKsmC,"['toronto', []]",False
1172823934779215875,2019-09-14 10:46:30,mad4dvdclub,"Well I’m sure Toronto is planning finally the parade route now they have Marner. But was it a really good idea to sink 40 million into four players only??? If you still don’t win, then what? #NoMoreMoneyInThisBarn #FourHorsemen","['toronto', ['NoMoreMoneyInThisBarn', 'FourHorsemen']]",False
1172823861118636032,2019-09-14 10:46:13,Canuck6227,"@telfordk @TorontoStar Justin Trudeau is the most divisive, corrupt, and incompetent PM in Canada’s history... a complete failure on EVERY issue #BC #Alberta #NWT #Yukon #Saskatchewan #Manitoba #Ontario #Toronto #Quebec #PEI #Newfoundland #NewBrunswick #NovaScotia #elxn2019 #cdnpoli #TrudeauMustGo","['toronto', ['BC', 'Alberta', 'NWT', 'Yukon', 'Saskatchewan', 'Manitoba', 'Ontario', 'Toronto', 'Quebec', 'PEI', 'Newfoundland', 'NewBrunswick', 'NovaScotia', 'elxn2019', 'cdnpoli', 'TrudeauMustGo']]",False
1172823741253992450,2019-09-14 10:45:44,VeRAWonica,"🌿💚🍃 It’s JUICE TIME🍃 #rainbowcard 🌈 #verawonica 🍃 🌿 💚 @ Toronto, Ontario https://t.co/lzdSevOCwT","['toronto', ['rainbowcard', 'verawonica']]",False
1172823714339184640,2019-09-14 10:45:38,zBangful,@PoxTIANA Toronto team house?,"['toronto', []]",False
1172823637151367168,2019-09-14 10:45:19,arhanden,2 Muslim suspects wanted in human trafficking investigation in Greater Toronto and Hamilton https://t.co/Og2HBJ8hYK via @pamelageller,"['toronto', []]",False
1172823574127763456,2019-09-14 10:45:04,dointhebiz1,"@mearnsgal I believe it's a red cardinal, we used to see them all the time in Toronto Canada. https://t.co/P21bb5BNT9","['toronto', []]",True
1172823506544758784,2019-09-14 10:44:48,Sunnybrook,"Today, thousands will step forward for youth mental health at #RBCRacefortheKidsTO, in support of the Family Navigation Project at Sunnybrook. Thank you to all who are participating!  Follow @raceforkidsTO for updates throughout the day!  https://t.co/dNbcNMs1MG @RBC https://t.co/kzGQr59JzH","['toronto', ['RBCRacefortheKidsTO']]",True
1172823492330438656,2019-09-14 10:44:45,Toronto_TODAY5,"Good morning, Toronto. https://t.co/kmAMSoi4Bh","['toronto', []]",True
1172823470427791360,2019-09-14 10:44:40,UbuntuNewsEN,Toronto faces off against New York in division matchup https://t.co/U8S2gVQUIA,"['toronto', []]",False
1172823444733550594,2019-09-14 10:44:33,MyJeep4X4,#ThenAndNow #WhereILive Hwy. 401 east of Toronto.  First pic 1964. Second pic 2019. Within a mile of the same area. https://t.co/5SzGPIGeww,"['toronto', ['ThenAndNow', 'WhereILive']]",True
1172823385358905344,2019-09-14 10:44:19,momontherun,Today's forecast for #Toronto: High 21C Low 13C. Currently it is 19C and Fair.,"['toronto', ['Toronto']]",False
1172823371710705666,2019-09-14 10:44:16,fredwalton216,"2)The victims received their share of funds through the sale of 2 Iranian  properties. An Ottawa property sold for $26.5 million, served as the Iranian Cultural Center. The Toronto building sold for $1.85 million and served as the Center for Iranian Studies.","['toronto', []]",False
1172823338235772928,2019-09-14 10:44:08,RaceforKidsTO,"It’s #RBCRaceForTheKidsTO day! Are you ready to step forward for #youthmentalhealth? Like or share this post!   View road closures, maps, and more useful info: https://t.co/09JHmwyblc  Questions? Look for our volunteers in yellow T-shirts or message us here! https://t.co/pZaxw1frjN","['toronto', ['RBCRaceForTheKidsTO', 'youthmentalhealth']]",True
1172823312046669824,2019-09-14 10:44:02,Hits93Toronto,Now Playing: Started Out by Georgia. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172823228940771328,2019-09-14 10:43:42,MyTransit_TO,Where the party leaders are Friday - https://t.co/47iTeGSSln: https://t.co/snU4VxZMLG #TTC #GoTransit #GoTrain #GoBus #Transit #Toronto #Transportation,"['toronto', ['TTC', 'GoTransit', 'GoTrain', 'GoBus', 'Transit', 'Toronto', 'Transportation']]",False
1172823206459334656,2019-09-14 10:43:37,VeRAWonica,"🌿💚🍃 It’s JUICE TIME🍃 #curlykale #verawonica 🍃 🌿 💚 @ Toronto, Ontario https://t.co/PdCO1QY0Jz","['toronto', ['curlykale', 'verawonica']]",False
1172823188918734848,2019-09-14 10:43:32,CelebsPics5,Dakota Johnson Attends the HFPA/THR TIFF PARTY During 2019 Toronto International Film Festival in Toronto 09/07/2019 https://t.co/VBUMWH2oIE https://t.co/JX1N6rNxnt,"['toronto', []]",False
1172823139631288320,2019-09-14 10:43:21,AhmedabadTimes,.@priyankachopra made heads turn with her red carpet appearance at the world premiere of #TheSkyIsPink at the Toronto International Film Festival. https://t.co/B23IpZF8cf,"['toronto', ['TheSkyIsPink']]",False
1172822971502796800,2019-09-14 10:42:41,D0Balian,Ontario's deficit was $7.4B last year — far lower than Ford government claimed it was | CBC News https://t.co/qglMvM7a9C,"['toronto', []]",False
1172822924346220545,2019-09-14 10:42:29,jamcam69,@raywatts Thought that was @Raptors training camp. They have new raptors branded hijab to help stop their fans from rapping women.  Islamization of America. Wake up people!!  https://t.co/bwywc6fNb1,"['toronto', []]",False
1172822821359144960,2019-09-14 10:42:05,Fortnite_Canada,Fortnite Account Ikonik Skin Galaxy Skin Black Knight https://t.co/eYz1i9LoGA #Fortnite #Canada #Toronto,"['toronto', ['Fortnite', 'Canada', 'Toronto']]",False
1172822771962978305,2019-09-14 10:41:53,leafknowitall64,@Toronto_Sports2 Thanks Russ. Same to you brother.,"['toronto', []]",False
1172822679059144704,2019-09-14 10:41:31,SchulichMBA,#Today's weather in #Toronto: Fair with a high of 21C and a low of 13C. Currently it is 19C,"['toronto', ['Today', 'Toronto']]",False
1172822657642967041,2019-09-14 10:41:26,RadioWDSR,#NowPlaying Drake - 5 AM In Toronto https://t.co/FAnH7fAefs #WDSRRadio,"['toronto', ['NowPlaying', 'WDSRRadio']]",False
1172822653134151680,2019-09-14 10:41:25,ATPH_blog,"According to @CapFriendly, the team estimated to spend the least money on player salaries this season is Ottawa at $67.1M.  Toronto is estimated to pay $56.1M in signing bonuses alone, NOT including any possible undisclosed bonuses in Marner's new $65.36M contract.  #perspective https://t.co/dgi3T0va9t","['toronto', ['perspective']]",True
1172822535601307648,2019-09-14 10:40:57,alisalillico,Dougie- how much more are you going to cost us? https://t.co/inrTdaaTDX,"['toronto', []]",False
1172822344097660928,2019-09-14 10:40:11,VeRAWonica,"🌿💚🍃 It’s JUICE TIME🍃 #dinosaurkale #verawonica 🍃 🌿 💚 @ Toronto, Ontario https://t.co/pWL252Mi6t","['toronto', ['dinosaurkale', 'verawonica']]",False
1172822302796521472,2019-09-14 10:40:01,Hits93Toronto,Now Playing: Nothing Breaks Like a Heart (feat. Miley Cyrus) by Mark Ronson. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172822294722482177,2019-09-14 10:39:59,iamtrays,"Lets go home , #Toronto","['toronto', ['Toronto']]",False
1172822293921353733,2019-09-14 10:39:59,esmythehoyle,Wake up Toronto. https://t.co/mtoGwO7FGQ,"['toronto', []]",False
1172822212145045515,2019-09-14 10:39:40,celebsandglam,Priyanka Chopra at the 2019 Toronto International Film Festival for her film #TheSkyisPink #TIFF19 https://t.co/CTJw7O4cGt,"['toronto', ['TheSkyisPink', 'TIFF19']]",True
1172822203231899648,2019-09-14 10:39:37,brucehiro1966,"‘Western Stars’ Is Part Concert Film, Part Visual Album, All Springsteen https://t.co/6aG7cpPYKZ @RollingStoneより","['toronto', []]",False
1172822122764390400,2019-09-14 10:39:18,alisalillico,"Dougie, come on, we all know you know how to sell pot better.... https://t.co/14DHVkJBVw","['toronto', []]",False
1172821933441847296,2019-09-14 10:38:33,Synthronicity,Toronto = the Dog  Me = the Cat  Its outta the bag! I'll be front &amp; centre at NINA + Parallels ₩ Michael Oakley &amp; I cant wait!  My fav city ₩ my fav peeps!❤ @ninasounduk @iloveparallels @MichaelOakleySW @julesneonfawkes @xylemusic @marcusmethod @BeyondSynth   #synthwave https://t.co/lN4PegWTnT,"['toronto', ['synthwave']]",True
1172821718936649728,2019-09-14 10:37:42,RealJoelGomes,"More #Conservative  #CONjob lies! #Ontario's #deficit was $7.4B last year — far lower than #DougFord government claimed it was.  Forget ""Govt. for the people"", #ConningthePeople is more like it. #Onpoli #CanadaVotes #Elections2019 #Canada https://t.co/MT88mnm9mO","['toronto', ['Conservative', 'CONjob', 'Ontario', 'deficit', 'DougFord', 'ConningthePeople', 'Onpoli', 'CanadaVotes', 'Elections2019', 'Canada']]",False
1172821672250019840,2019-09-14 10:37:31,loupalu,Great insight by ⁦@DamoSpin⁩ on ⁦⁦@kyledubas⁩ @MapleLeafs⁩ but Damien you left out an important point. Dubas was GM of Marlies team that was the first Toronto AHL affiliate to win the Calder Cup since 1982 https://t.co/gTz8a3kZDV,"['toronto', []]",False
1172821664998002688,2019-09-14 10:37:29,Bicknell_Loop,"@jen_keesmaat This sounds funny to me because if the TPA was serious about lost revenue, parking wouldn’t be so cheap in Toronto.","['toronto', []]",False
1172821628763418624,2019-09-14 10:37:20,Kraschman,@RealMickFoley Please say Toronto! Please say Toronto! Please say Toronto! #HardcoreForever,"['toronto', ['HardcoreForever']]",False
1172821550938185728,2019-09-14 10:37:02,Hits93Toronto,Now Playing: Sober by Lorde. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172821407677538304,2019-09-14 10:36:28,virgiliocorrado,"@StarSports all that money spent on players, staff, etc and Toronto hasn't seen a Stanley Cup Final game win since 1967. that's 52 Years!! yet people still buy season tickets regular tickets. should they or should they wait until there's a Stanley Cup residing in Toronto again?","['toronto', []]",False
1172821398823346176,2019-09-14 10:36:26,CelebsNews17,Chloe Bennet Attends Entertainment Weekly&amp;#8217;s Must List Party During 2019 Toronto International Film Festival in Toronto 09/07/2019 https://t.co/5QHA4gxWor https://t.co/4yzm0lNip3,"['toronto', []]",False
1172821382490492928,2019-09-14 10:36:22,hazydav,Where Flavors Mix: Toronto,"['toronto', []]",False
1172821251510980608,2019-09-14 10:35:50,NOTLcottagerent,Toronto-based proptech Properly raises $22 million Series A | BetaKit https://t.co/zSHhsWZFz6 #proptech,"['toronto', ['proptech']]",False
1172821229012692992,2019-09-14 10:35:45,TouchItMedia_,Putting the R-word in politics: How religion has become the sleeper issue of the 2019 election https://t.co/t4f5r1gv4p #Toronto #Nationalpost,"['toronto', ['Toronto', 'Nationalpost']]",False
1172821160100270080,2019-09-14 10:35:29,Brain_Chain,Bougie shoes don’t cut it anymore in Toronto .. #retailers #footwear https://t.co/nvBFUUAdfb,"['toronto', ['retailers', 'footwear']]",False
1172821092840419330,2019-09-14 10:35:13,gottogetoutof,The Ontario government lost $42M selling cannabis in the last year https://t.co/kTHAW4U456,"['toronto', []]",False
1172821018865479680,2019-09-14 10:34:55,dennisvpc,What Do You Really Get When You Buy Organic? #organicfood #Chefdennispalma #Organicfood  #Toronto #Canada #Ontario #foodist  #Foodstyling  #localfarmers  https://t.co/KocbanVpHH,"['toronto', ['organicfood', 'Chefdennispalma', 'Organicfood', 'Toronto', 'Canada', 'Ontario', 'foodist', 'Foodstyling', 'localfarmers']]",False
1172820854637387777,2019-09-14 10:34:16,bestindianfilms,#TorontoInternationalFilmFestival : #PriyankaChopra  Talks About #TheSkyIsPink And Her ‘Quest’ https://t.co/EvuL3gEyP6 #bestindianfilms #indianfilms #filmnews #BollywoodNews https://t.co/pvIb4geCdH,"['toronto', ['TorontoInternationalFilmFestival', 'PriyankaChopra', 'TheSkyIsPink', 'bestindianfilms', 'indianfilms', 'filmnews', 'BollywoodNews']]",True
1172820819271213056,2019-09-14 10:34:07,1043FreshRadio,Awwwww.......Love-struck Texas man finds Toronto woman after viral newspaper ad.  https://t.co/R8fD3K2OGM -Monica &amp; Al,"['toronto', []]",False
1172820796223434752,2019-09-14 10:34:02,RootsReggaeHub,"ON AIR #NowPlaying Ackboo - Ganja Skank on https://t.co/HId2hHe6sw Live from Toronto, Canada to the global reggae family! Playing the best in reggae music from around the world! #RootsReggaeHub #Reggae #ReggaeAllDay #Toronto","['toronto', ['NowPlaying', 'RootsReggaeHub', 'Reggae', 'ReggaeAllDay', 'Toronto']]",False
1172820784630435841,2019-09-14 10:33:59,MirkulovGleb,Retweet if I can dm you    #Bewertung  #wife #Toronto https://t.co/KUDKebnnX7,"['toronto', ['Bewertung', 'wife', 'Toronto']]",True
1172820648957284353,2019-09-14 10:33:27,WeirdoeFauna,"one nice thing about Toronto is that most people here aren't slow walkers, but when people are, there's usually enough sidewalk space to get around them, even with the construction","['toronto', []]",False
1172820646939766784,2019-09-14 10:33:26,TPS11Div,Join Us at the Roncesvalles Polish Festival this weekend - Have Fun #bloordale #bloorwest #highpark #the6 #polish #toronto #roncesvalles https://t.co/nQV27CUW7l,"['toronto', ['bloordale', 'bloorwest', 'highpark', 'the6', 'polish', 'toronto', 'roncesvalles']]",True
1172820545337012224,2019-09-14 10:33:02,CJ_Toronto,@RodAVanier It's because Conservatives have gotten so good at lying that they believe their own lies. They're created an alternate universe where the Liberals have cratered Canada into a depression and only Andrew Scheer can save us. It's bizarre.,"['toronto', []]",False
1172820448222076928,2019-09-14 10:32:39,AllanBSportsFan,@CP24 I'm surprised Toronto hasn't paved every street in the city by now with grass. 🤣,"['toronto', []]",False
1172820435437871105,2019-09-14 10:32:36,ChinaEssays,"@Ajarncom Is the food in Thailand that expensive? I found food in Hong Kong the same or more expensive than in Toronto but mainland China, except for western fast-food chains, was a lot cheaper.","['toronto', []]",False
1172820372120657920,2019-09-14 10:32:21,jondknight,"Mitch Marner stays with Maple Leafs, striking 6-year, $65.358M US deal | CBC Sports https://t.co/eZCJHyWlNi","['toronto', []]",False
1172820304948858880,2019-09-14 10:32:05,tofireS,Medical Toronto ON M6H Dispatched: 14/09/19 @ 06:24 EDT [Stn: 345] Rescue-345 General Area:,"['toronto', []]",False
1172820303971438594,2019-09-14 10:32:05,tofire,Medical Toronto ON M6H Dispatched: 14/09/19 @ 06:24 EDT [Stn: 345] Rescue-345 General Area:,"['toronto', []]",False
1172820292768583680,2019-09-14 10:32:02,AmiraSiofra,😅 The Ontario government lost $42M selling cannabis in the last year https://t.co/TIGyY7jQW3,"['toronto', []]",False
1172820256584347648,2019-09-14 10:31:53,badgalttee,Toronto is racist too but yes! https://t.co/c70KbMaxFs,"['toronto', []]",False
1172820222782386176,2019-09-14 10:31:45,filmmakergabe,Toronto likes the film,"['toronto', []]",False
1172820217556287488,2019-09-14 10:31:44,outspokenneuro2,"How to Interpret Media for Novices #4   ""Immigration Tolerance""  #tablieds #jmb #Toronto #FakeNews #falseflags https://t.co/fmMlW41kvF","['toronto', ['tablieds', 'jmb', 'Toronto', 'FakeNews', 'falseflags']]",True
1172820150350954496,2019-09-14 10:31:28,wa_toronto,Daily almanac for September 14: https://t.co/O9Xp2LRZbt https://t.co/BHpoO2TQ0P,"['toronto', []]",True
1172820113516564480,2019-09-14 10:31:19,mdmathisx,"“outside of Toronto, ppl are racist” .. i have to laugh lol racists are everywhere including Toronto https://t.co/Qu6qvJUc3r","['toronto', []]",False
1172820087985848320,2019-09-14 10:31:13,DouglasHoltzman,The 15 Best Movies of the Fall Film Festivals #entertainment #movies #film #cinema #filmfestivals  https://t.co/buAsQOkhyX,"['toronto', ['entertainment', 'movies', 'film', 'cinema', 'filmfestivals']]",False
1172819998949216256,2019-09-14 10:30:52,Paint_Toronto,From Old to Awesome: Paint your Kitchen Cabinets Today https://t.co/gsrqNNW2qD,"['toronto', []]",False
1172819966610923520,2019-09-14 10:30:44,toshi_kuukou,YTO/Toronto/United States　YYZ/Toronto Pearson International Airport,"['toronto', []]",False
1172819930456215552,2019-09-14 10:30:36,NKossovan,Visit my #LinkedIn profile: https://t.co/bTpkmpgO06 #Toronto #callcentre #custserv #customerexperience https://t.co/6AZlJwbAwu,"['toronto', ['LinkedIn', 'Toronto', 'callcentre', 'custserv', 'customerexperience']]",True
1172819913662246913,2019-09-14 10:30:32,CelebsPics5,Chloe Bennet Attends Entertainment Weekly&amp;#8217;s Must List Party During 2019 Toronto International Film Festival in Toronto 09/07/2019 https://t.co/VBUMWH2oIE https://t.co/UcOumIuLGo,"['toronto', []]",False
1172819911934128131,2019-09-14 10:30:31,IllustratorErin,"@JennaMoonChild2 I’m a 45 yo ARMY and just a hop, skip, and a jump away from Toronto in Syracuse, NY. Followed you! 💜","['toronto', []]",False
1172819851255193600,2019-09-14 10:30:17,Augustsmith1k,Toronto seriously ain't cutting it .. it’s always this time of the year I want to be back east ... #HomeSick,"['toronto', ['HomeSick']]",False
1172819806099320833,2019-09-14 10:30:06,SaeedBaygi,Six designs that protect your digital #data  Dezeen As technology and AI become more integrated into our lives designers are inventing ways to keep digital data private. Here are six of the most interesting. https://t.co/lcmqB2VHCu #ArtificialIntelligence #Privacy #Toronto https://t.co/6zWdh3IWrt,"['toronto', ['data', 'ArtificialIntelligence', 'Privacy', 'Toronto']]",True
1172819788881641475,2019-09-14 10:30:02,Hits93Toronto,Now Playing: CATCH by Allie X. https://t.co/gCdjI2V0wy,"['toronto', []]",False
1172819781059260416,2019-09-14 10:30:00,weather_toronto,#Toronto Sep 14 06:00 Temperature 17C few clouds Wind W 6 km/h  Humidity 80% Ontario .. https://t.co/8m7Z9GZfuY,"['toronto', ['Toronto']]",False
1172819740995334150,2019-09-14 10:29:50,pri_fit,5AM in Toronto gets me so gassed EVERY time,"['toronto', []]",False
1172819722221563904,2019-09-14 10:29:46,SaeedBaygi,"EU competition chief hints at new #data rules for tech firms  The San Diego Union-Tribune The European Union's powerful competition chief has indicated she's looking at expanding regulations on personal data, d... https://t.co/K48RsEo6Xf #ArtificialIntelligence #Privacy #Toronto https://t.co/fjYKdvsPlf","['toronto', ['data', 'ArtificialIntelligence', 'Privacy', 'Toronto']]",True
1172819689027854338,2019-09-14 10:29:38,GameTheoryProd,Happy birthday to my old ass cousin  Have a great day and weekend. @ Skydive Toronto Inc https://t.co/CLsQFR9HxU,"['toronto', []]",False
1172819673722707968,2019-09-14 10:29:34,fedup_m,@MaryamMonsef Trudeau is like a dick pic. #cdnpoli #WhatMenDontKnowAboutWomen #WhatWomenDontKnowAboutMen #TrudeauMustGo #notAbot #PositivePolitics #Winnipeg #saskatoon #northvan #yycmidnapore #ottawavanier #yvr #Ottawa #Kelowna #kamloops #Toronto #etobicoke https://t.co/YTj0C95Ez9,"['toronto', ['cdnpoli', 'WhatMenDontKnowAboutWomen', 'WhatWomenDontKnowAboutMen', 'TrudeauMustGo', 'notAbot', 'PositivePolitics', 'Winnipeg', 'saskatoon', 'northvan', 'yycmidnapore', 'ottawavanier', 'yvr', 'Ottawa', 'Kelowna', 'kamloops', 'Toronto', 'etobicoke']]",True
1172819636074766336,2019-09-14 10:29:25,SaeedBaygi,"Radius Health to Present #Data on Abaloparatide at ASBMR 2019 Annual Meeting  GlobeNewswire WALTHAM, Mass., Sept. 13, 2019 (GLOBE NEWSWIRE) -- Radius Health, Inc. (Nasdaq: RDUS), today announced it will present... https://t.co/opwnsoBn2r #ArtificialIntelligence #Privacy #Toronto","['toronto', ['Data', 'ArtificialIntelligence', 'Privacy', 'Toronto']]",False
1172819541501468672,2019-09-14 10:29:03,StephenWLee,"@Sean_M_Ashley @CapFriendly Perhaps so, but a lot can happen in five years. Toronto looks to have a very solid top 6 at the moment, but the next round of contracts could mean they are very thin everywhere else.","['toronto', []]",False
1172819443417849856,2019-09-14 10:28:39,MichelJMaillet1,"@Marner93 &amp; in between you @Marner93 &amp; me @MichelJMaillet1, U can rest well in the arms of ❤️ and if you want to move in wit me both of US, in Person &amp; me Toronto ON you @Marner93 sure well can Butt my pablum Rr my NUTTS in NB Can Rr stuck in NB, C IMG, trust ME, you grow 2 ❤️ ME https://t.co/tt1yPIYKXQ","['toronto', []]",True
1172819409561432066,2019-09-14 10:28:31,TPS11Div,Busy weekend - We have the Roncesvalles Polish Festival &amp; the Ukrainian Festival this weekend #havefun #toronto @TorontoPolice @TPSOperations #the6 #highpark #bloordale #bloor https://t.co/vwZjdfjxdA,"['toronto', ['havefun', 'toronto', 'the6', 'highpark', 'bloordale', 'bloor']]",True
1172819367698030592,2019-09-14 10:28:21,scharleb,"Talking this week at the Canadian Health Food Association Conference in #Toronto: ""Although most Canadians are anxious to reduce waste from plastic food packaging, they just don’t want to pay for change, at least not yet."" #CHFAeast https://t.co/bV4JCXesqA","['toronto', ['Toronto', 'CHFAeast']]",True
1172819217713913856,2019-09-14 10:27:46,USRealityCheck,How Gary Sanchez’s injury could turn into Yankees’ breaking point TORONTO — Even the mighty Yankees have an injury breaking point. This latest Gary Sanchez groin injury could be the one that really hurts because the calendar will soon flip to Oct... https://t.co/m4LnfrFkZC #USRC https://t.co/PZnZQcmlW6,"['toronto', ['USRC']]",True
1172819184146964480,2019-09-14 10:27:38,BobbyGottesman,The CNE Is Throwing A Magical Winter Festival In Toronto This Holiday Season https://t.co/RTf3GaFyN4,"['toronto', []]",False
